img_path,question,answer
political/lisabenson/56_March_07_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/lisabenson/57_November_09_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/lisabenson/58_September_07_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,1
political/lisabenson/59_July_27_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,0;5
political/lisabenson/60_August_10_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2;1
political/lisabenson/61_Feburary_01_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/0_September_07_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/1_June_19_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,5
political/nickanderson/2_October_31_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/3_March_27_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,5
political/nickanderson/4_April_13_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,5
political/nickanderson/6_April_03_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,3
political/nickanderson/7_November_26_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,5;1
political/nickanderson/8_November_27_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,5
political/nickanderson/9_October_23_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/10_April_24_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/11_March_22_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,1;0
political/nickanderson/13_December_24_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/14_December_08_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,0
political/nickanderson/15_Feburary_24_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,1
political/nickanderson/16_October_04_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,5
political/nickanderson/17_December_28_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/18_September_26_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/19_August_18_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/20_August_21_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/21_September_22_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/22_October_10_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,5
political/nickanderson/23_December_14_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/24_June_23_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,1
political/nickanderson/25_Feburary_16_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,1
political/nickanderson/26_July_17_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/27_October_26_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/28_March_10_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/29_December_04_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,3
political/nickanderson/30_November_28_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,1
political/nickanderson/31_August_16_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/32_December_01_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,1
political/nickanderson/33_April_06_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,3
political/nickanderson/34_October_18_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,4
political/nickanderson/35_October_20_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,3
political/nickanderson/36_December_18_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,1
political/nickanderson/37_October_08_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,1
political/nickanderson/38_March_30_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,4
political/nickanderson/41_December_11_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,5
political/nickanderson/42_July_24_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/43_October_03_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2;3
political/nickanderson/45_August_26_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/46_August_11_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,3
political/nickanderson/47_September_27_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/48_December_13_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/49_August_28_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/50_September_12_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2;5
political/nickanderson/52_August_23_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,5;1
political/nickanderson/53_November_05_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,5
political/nickanderson/54_March_20_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/55_September_11_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2
political/nickanderson/56_September_06_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,1
political/nickanderson/57_October_13_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,3
political/nickanderson/58_March_28_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,2;1
political/nickanderson/59_June_15_2018.jpg,How many unique characters (with a face and/or body) are in this comic? (Put 5 if there are more than 5).,1
